id,language,endpoint_bool,midfiller,endfiller,synthetic,dataset,wav_path
00100618-a653-4bf4-9c41-a9f15d24ae0e,eng,False,,,True,rime_2,data/raw/eng/00100618-a653-4bf4-9c41-a9f15d24ae0e.wav
00107a14-af5a-4190-b3cd-bdd76a74426f,hin,True,True,False,True,chirp3_1,data/raw/hin/00107a14-af5a-4190-b3cd-bdd76a74426f.wav
0011eab3-f30a-4db3-b6fa-37d4871f1ebc,eng,True,,,False,midcentury_1,data/raw/eng/0011eab3-f30a-4db3-b6fa-37d4871f1ebc.wav
0012027a-d9d7-4d2f-979e-d63233631b2c,eng,False,,,False,liva_1,data/raw/eng/0012027a-d9d7-4d2f-979e-d63233631b2c.wav
00124647-bfb7-4eda-bcb6-4dfdf404192f,hin,True,False,False,True,chirp3_1,data/raw/hin/00124647-bfb7-4eda-bcb6-4dfdf404192f.wav
0012926b-8ab2-42a7-87bd-619b50236803,eng,True,True,False,True,chirp3_1,data/raw/eng/0012926b-8ab2-42a7-87bd-619b50236803.wav
00142d59-6064-46b3-91b3-bb32711940d7,hin,False,False,True,True,chirp3_1,data/raw/hin/00142d59-6064-46b3-91b3-bb32711940d7.wav
0014d740-a350-44de-9c14-31cb82b2ed5e,eng,True,,,False,liva_1,data/raw/eng/0014d740-a350-44de-9c14-31cb82b2ed5e.wav
0014f1d0-47f8-4e6a-8560-13621488acf6,eng,False,,,False,midcentury_1,data/raw/eng/0014f1d0-47f8-4e6a-8560-13621488acf6.wav
00151f2d-0f58-4ac8-8b38-0f02ba015337,eng,False,,,False,liva_1,data/raw/eng/00151f2d-0f58-4ac8-8b38-0f02ba015337.wav
00154588-2a8f-48ba-9f52-7ae2b0b16390,eng,False,,,False,liva_1,data/raw/eng/00154588-2a8f-48ba-9f52-7ae2b0b16390.wav
0015b7fa-db6b-48b9-8678-ba4495fff9c5,hin,True,False,False,True,chirp3_1,data/raw/hin/0015b7fa-db6b-48b9-8678-ba4495fff9c5.wav
00166b10-73b5-4ae7-be8f-9ef7d143dfcd,eng,True,,,True,orpheus_endfiller_1,data/raw/eng/00166b10-73b5-4ae7-be8f-9ef7d143dfcd.wav
0016bb2e-1d82-40ff-92a6-4ab7a210bd90,hin,True,True,False,True,chirp3_1,data/raw/hin/0016bb2e-1d82-40ff-92a6-4ab7a210bd90.wav
00172271-3941-4f44-a54c-3c576cfe4d63,eng,True,True,False,True,chirp3_1,data/raw/eng/00172271-3941-4f44-a54c-3c576cfe4d63.wav
0018a285-def0-43a4-ad65-e2b678ebd6b9,eng,False,,,False,liva_1,data/raw/eng/0018a285-def0-43a4-ad65-e2b678ebd6b9.wav
001abbc8-61c0-4adc-9280-2768eb9e23b6,eng,False,,,False,liva_1,data/raw/eng/001abbc8-61c0-4adc-9280-2768eb9e23b6.wav
001d218c-84a2-4f65-9d08-cb8200750f3e,eng,False,,,False,human_5,data/raw/eng/001d218c-84a2-4f65-9d08-cb8200750f3e.wav
001d508c-f948-4ca5-bb7d-892a6dc49a9d,eng,False,,,False,liva_1,data/raw/eng/001d508c-f948-4ca5-bb7d-892a6dc49a9d.wav
001dee74-3b2a-4d84-b673-c6b1c115f76a,eng,False,False,True,True,chirp3_1,data/raw/eng/001dee74-3b2a-4d84-b673-c6b1c115f76a.wav
001f1061-a4a9-4fdf-a02b-60ab9297f8f0,eng,False,,,False,liva_1,data/raw/eng/001f1061-a4a9-4fdf-a02b-60ab9297f8f0.wav
00204637-16a5-419c-b6c6-f07336b7044b,hin,True,True,False,True,chirp3_1,data/raw/hin/00204637-16a5-419c-b6c6-f07336b7044b.wav
002077dd-1ca7-430f-b0ee-b006579475d4,eng,True,,,False,midcentury_1,data/raw/eng/002077dd-1ca7-430f-b0ee-b006579475d4.wav
002093c2-8654-4fe1-9397-c49277294323,eng,True,,,False,liva_1,data/raw/eng/002093c2-8654-4fe1-9397-c49277294323.wav
0020a695-6853-46a7-98ff-ef5a24c1db25,eng,False,,,True,rime_2,data/raw/eng/0020a695-6853-46a7-98ff-ef5a24c1db25.wav
00211738-3a9b-422a-80c6-aa348ee20c4a,eng,True,,,True,orpheus_midfiller_1,data/raw/eng/00211738-3a9b-422a-80c6-aa348ee20c4a.wav
002128ec-c194-4748-863c-8c2ba8d65260,hin,False,False,True,True,chirp3_1,data/raw/hin/002128ec-c194-4748-863c-8c2ba8d65260.wav
00217ebc-01ad-4ed1-9279-943d4a22953d,eng,True,,,True,orpheus_grammar_1,data/raw/eng/00217ebc-01ad-4ed1-9279-943d4a22953d.wav
002341e2-97e9-4b3a-9de6-f54ff3d52401,hin,False,True,False,True,chirp3_1,data/raw/hin/002341e2-97e9-4b3a-9de6-f54ff3d52401.wav
0023ce91-cb5b-4ea8-b85a-3fd261b770af,hin,False,False,True,True,chirp3_1,data/raw/hin/0023ce91-cb5b-4ea8-b85a-3fd261b770af.wav
00246b3f-9e51-4edd-ad95-21658764a54f,hin,True,False,False,True,chirp3_1,data/raw/hin/00246b3f-9e51-4edd-ad95-21658764a54f.wav
00249afb-94ac-4f03-8b9a-32bd031f90e5,eng,True,,,False,liva_1,data/raw/eng/00249afb-94ac-4f03-8b9a-32bd031f90e5.wav
0024b6cd-4988-45df-b67c-297e757e7b5d,eng,True,,,True,orpheus_grammar_1,data/raw/eng/0024b6cd-4988-45df-b67c-297e757e7b5d.wav
0025110d-861c-46a5-83b2-300062fef70d,hin,True,True,False,True,chirp3_1,data/raw/hin/0025110d-861c-46a5-83b2-300062fef70d.wav
00255cc5-2cbc-4574-8266-945f4828b89c,eng,True,,,False,liva_1,data/raw/eng/00255cc5-2cbc-4574-8266-945f4828b89c.wav
00259f44-a687-43fa-a574-1f4db5e5d97b,eng,True,,,False,liva_1,data/raw/eng/00259f44-a687-43fa-a574-1f4db5e5d97b.wav
0025c5d9-adcc-4e57-b0a5-99e6cf975c23,eng,True,,,False,liva_1,data/raw/eng/0025c5d9-adcc-4e57-b0a5-99e6cf975c23.wav
0025d6e2-f31d-4946-bd2e-399b3d780032,eng,True,True,False,True,chirp3_1,data/raw/eng/0025d6e2-f31d-4946-bd2e-399b3d780032.wav
0026d102-0e94-4188-bb08-86a176c30364,hin,False,True,False,True,chirp3_1,data/raw/hin/0026d102-0e94-4188-bb08-86a176c30364.wav
0027d458-9a95-499c-895b-aeb337750212,hin,True,True,False,True,chirp3_1,data/raw/hin/0027d458-9a95-499c-895b-aeb337750212.wav
0028d0f3-7eae-4864-b965-352c0022943b,eng,True,False,False,True,chirp3_1,data/raw/eng/0028d0f3-7eae-4864-b965-352c0022943b.wav
0029a93b-ced5-4386-a669-cea59242fad5,eng,True,,,False,midcentury_1,data/raw/eng/0029a93b-ced5-4386-a669-cea59242fad5.wav
002b5e69-534b-439a-a1a4-d98ff64167bf,eng,False,True,False,True,chirp3_1,data/raw/eng/002b5e69-534b-439a-a1a4-d98ff64167bf.wav
002c1875-d043-461d-8fd2-8a360839fa55,eng,False,,,True,orpheus_grammar_1,data/raw/eng/002c1875-d043-461d-8fd2-8a360839fa55.wav
002c9a6f-5775-44df-89ea-3abf9bf32e9c,eng,False,,,False,midcentury_1,data/raw/eng/002c9a6f-5775-44df-89ea-3abf9bf32e9c.wav
002ebc8a-62a7-4398-b9f5-08297424b323,eng,True,,,False,liva_1,data/raw/eng/002ebc8a-62a7-4398-b9f5-08297424b323.wav
002ef98c-0ec2-4e34-bb07-5fdfdd5f18e5,hin,True,True,False,True,chirp3_1,data/raw/hin/002ef98c-0ec2-4e34-bb07-5fdfdd5f18e5.wav
002fa5e4-3e64-4c86-8aaf-7cdbc6d66106,eng,True,,,True,rime_2,data/raw/eng/002fa5e4-3e64-4c86-8aaf-7cdbc6d66106.wav
0030c448-f1ec-41b0-be08-e63a57c444a1,eng,False,,,True,orpheus_midfiller_1,data/raw/eng/0030c448-f1ec-41b0-be08-e63a57c444a1.wav
0031486d-e230-4e68-8f5a-3f59e98da7fd,eng,False,True,True,True,chirp3_1,data/raw/eng/0031486d-e230-4e68-8f5a-3f59e98da7fd.wav
0031f852-870e-4c7b-a9f6-d31d9bfc3eeb,hin,True,False,False,True,chirp3_1,data/raw/hin/0031f852-870e-4c7b-a9f6-d31d9bfc3eeb.wav
0033e616-ca4a-4cbd-834f-db185cd34fdb,eng,True,False,False,True,chirp3_1,data/raw/eng/0033e616-ca4a-4cbd-834f-db185cd34fdb.wav
00340941-9c6c-4c26-bd94-55dd51765c4f,eng,True,,,False,liva_1,data/raw/eng/00340941-9c6c-4c26-bd94-55dd51765c4f.wav
00340f5e-55fb-4432-a32f-503d9a4fadcc,eng,True,,,False,liva_1,data/raw/eng/00340f5e-55fb-4432-a32f-503d9a4fadcc.wav
00341fd1-4e25-416b-a48e-dd26772b980f,eng,True,,,False,liva_1,data/raw/eng/00341fd1-4e25-416b-a48e-dd26772b980f.wav
00342155-983a-48f9-9e6d-72897b0add85,eng,True,True,False,True,chirp3_1,data/raw/eng/00342155-983a-48f9-9e6d-72897b0add85.wav
00359443-a336-4b20-9800-bbd11007080f,eng,True,,,False,liva_1,data/raw/eng/00359443-a336-4b20-9800-bbd11007080f.wav
00359b6f-4ab4-4f6a-9b7e-085e6d8d2b1d,eng,True,,,True,orpheus_grammar_1,data/raw/eng/00359b6f-4ab4-4f6a-9b7e-085e6d8d2b1d.wav
00368f4a-ab7b-4aa8-bc26-416c3558227b,eng,False,,,False,midcentury_1,data/raw/eng/00368f4a-ab7b-4aa8-bc26-416c3558227b.wav
00370724-5b67-4c3a-bf6f-a4e754393668,eng,False,,,False,liva_1,data/raw/eng/00370724-5b67-4c3a-bf6f-a4e754393668.wav
003762ea-6192-4e1b-b955-f17b91e23845,eng,False,True,False,True,chirp3_1,data/raw/eng/003762ea-6192-4e1b-b955-f17b91e23845.wav
0037af08-d8e9-4725-b09c-34880818d7ae,eng,False,,,False,liva_1,data/raw/eng/0037af08-d8e9-4725-b09c-34880818d7ae.wav
00383a00-cab3-4ab0-adcf-1ab80d996ffe,eng,False,,,False,liva_1,data/raw/eng/00383a00-cab3-4ab0-adcf-1ab80d996ffe.wav
003870e0-b7dc-4b5f-a67b-7f7e4393d837,eng,False,,,False,liva_1,data/raw/eng/003870e0-b7dc-4b5f-a67b-7f7e4393d837.wav
0038f486-0ea2-4547-9ef7-49b6c4899d67,eng,False,,,False,liva_1,data/raw/eng/0038f486-0ea2-4547-9ef7-49b6c4899d67.wav
0039ff93-2cc7-4fb6-a9b7-70a749bb9aad,eng,True,,,False,liva_1,data/raw/eng/0039ff93-2cc7-4fb6-a9b7-70a749bb9aad.wav
003a67c4-d42c-421f-9d42-c11f99356bba,eng,True,,,False,liva_1,data/raw/eng/003a67c4-d42c-421f-9d42-c11f99356bba.wav
003ab093-41fd-4397-8434-8631150407f9,eng,False,,,False,human_convcollector_1,data/raw/eng/003ab093-41fd-4397-8434-8631150407f9.wav
003ae4c5-df8a-4405-90ba-3e89c5cdb3bc,hin,True,True,False,True,chirp3_1,data/raw/hin/003ae4c5-df8a-4405-90ba-3e89c5cdb3bc.wav
003b72e6-249c-4e21-bdb7-181d891b92da,eng,False,False,True,True,chirp3_1,data/raw/eng/003b72e6-249c-4e21-bdb7-181d891b92da.wav
003d17d2-7640-4001-918e-2df490bbd9a8,eng,False,,,False,liva_1,data/raw/eng/003d17d2-7640-4001-918e-2df490bbd9a8.wav
003ed3ce-6874-4795-9292-5d675fcf3132,eng,False,,,True,orpheus_endfiller_1,data/raw/eng/003ed3ce-6874-4795-9292-5d675fcf3132.wav
0040b14c-4f41-496e-94b5-c55917927a00,eng,False,,,False,midcentury_1,data/raw/eng/0040b14c-4f41-496e-94b5-c55917927a00.wav
00417843-d72b-46a1-9b25-ac8d0f17e8c5,eng,True,,,False,liva_1,data/raw/eng/00417843-d72b-46a1-9b25-ac8d0f17e8c5.wav
00420727-9b4b-4a8e-9569-c74eae93d6a7,eng,False,,,False,liva_1,data/raw/eng/00420727-9b4b-4a8e-9569-c74eae93d6a7.wav
00434f52-632c-4e96-91fe-72d30adbbd02,eng,True,,,False,liva_1,data/raw/eng/00434f52-632c-4e96-91fe-72d30adbbd02.wav
0043a36c-f8ab-491c-b11e-73ed93049b54,eng,False,False,True,True,chirp3_1,data/raw/eng/0043a36c-f8ab-491c-b11e-73ed93049b54.wav
0044b184-5200-4204-9265-183f6f6ffb7a,eng,False,True,False,True,chirp3_1,data/raw/eng/0044b184-5200-4204-9265-183f6f6ffb7a.wav
004505de-d55f-49fa-a01e-8f879cc52609,hin,False,True,False,True,chirp3_1,data/raw/hin/004505de-d55f-49fa-a01e-8f879cc52609.wav
00454388-5f3d-4b28-ba96-907cd14ecd7b,hin,True,True,False,True,chirp3_1,data/raw/hin/00454388-5f3d-4b28-ba96-907cd14ecd7b.wav
0045d4d1-fa49-49d8-8664-7ea32d5a63ee,eng,False,,,False,midcentury_1,data/raw/eng/0045d4d1-fa49-49d8-8664-7ea32d5a63ee.wav
0046b3cb-d5cb-4fe4-96ee-405362b13ec8,eng,False,True,False,True,chirp3_1,data/raw/eng/0046b3cb-d5cb-4fe4-96ee-405362b13ec8.wav
00470190-1eb1-4b84-9f54-1d8069392876,eng,True,,,False,liva_1,data/raw/eng/00470190-1eb1-4b84-9f54-1d8069392876.wav
00473abb-187e-42d5-bbeb-e9620dfe79f5,eng,True,False,False,True,chirp3_1,data/raw/eng/00473abb-187e-42d5-bbeb-e9620dfe79f5.wav
00479e9b-af2c-4842-a784-ce7cddc4de1e,eng,False,,,False,liva_1,data/raw/eng/00479e9b-af2c-4842-a784-ce7cddc4de1e.wav
0049e736-5ce3-4771-9762-da41ef967f0e,hin,False,True,True,True,chirp3_1,data/raw/hin/0049e736-5ce3-4771-9762-da41ef967f0e.wav
004a5741-f825-4d80-a5ee-4bf4d3301fcb,eng,True,,,True,rime_2,data/raw/eng/004a5741-f825-4d80-a5ee-4bf4d3301fcb.wav
004a651d-38cd-44a2-9a23-befa3b90b794,eng,True,,,False,liva_1,data/raw/eng/004a651d-38cd-44a2-9a23-befa3b90b794.wav
004aa4b2-0f31-4212-9420-2c1fd475b48f,eng,False,True,True,True,chirp3_1,data/raw/eng/004aa4b2-0f31-4212-9420-2c1fd475b48f.wav
004b0e97-3544-4931-bc08-87791397684c,eng,True,,,True,rime_2,data/raw/eng/004b0e97-3544-4931-bc08-87791397684c.wav
004bb766-40c7-4731-b04f-94ba40ccf50d,eng,True,,,True,orpheus_grammar_1,data/raw/eng/004bb766-40c7-4731-b04f-94ba40ccf50d.wav
004be0e6-c3a4-4453-9b7c-e03c7b931131,eng,True,False,False,True,chirp3_1,data/raw/eng/004be0e6-c3a4-4453-9b7c-e03c7b931131.wav
004c4b9b-215c-43a6-96e4-a73a417f0837,hin,False,False,True,True,chirp3_1,data/raw/hin/004c4b9b-215c-43a6-96e4-a73a417f0837.wav
004c4f7d-f942-4f5d-90c8-6cfef8e2b23e,eng,False,,,False,liva_1,data/raw/eng/004c4f7d-f942-4f5d-90c8-6cfef8e2b23e.wav
004da371-b9b2-4d7b-8cb5-52b945040d11,eng,False,,,False,liva_1,data/raw/eng/004da371-b9b2-4d7b-8cb5-52b945040d11.wav
004da9b4-23e1-4bd0-a217-79206f2d983b,hin,True,True,False,True,chirp3_1,data/raw/hin/004da9b4-23e1-4bd0-a217-79206f2d983b.wav
004ea599-7015-4a94-8ade-4dca346f6321,eng,True,,,False,liva_1,data/raw/eng/004ea599-7015-4a94-8ade-4dca346f6321.wav
004ed148-7f38-45b4-a363-56213917518a,eng,False,,,True,orpheus_endfiller_1,data/raw/eng/004ed148-7f38-45b4-a363-56213917518a.wav
005113cc-f4cb-4957-aeeb-07b2dbad03b7,eng,False,,,False,liva_1,data/raw/eng/005113cc-f4cb-4957-aeeb-07b2dbad03b7.wav
005142c4-6897-4f8f-837e-87e0e9d35556,eng,False,,,False,liva_1,data/raw/eng/005142c4-6897-4f8f-837e-87e0e9d35556.wav
0051d062-4f45-404b-a7e1-06b03b77376e,eng,True,,,False,liva_1,data/raw/eng/0051d062-4f45-404b-a7e1-06b03b77376e.wav
005289c0-6b35-4829-8fa2-787ebb1a1b67,eng,True,,,False,liva_1,data/raw/eng/005289c0-6b35-4829-8fa2-787ebb1a1b67.wav
005293ec-f8b8-4851-bb28-51b604542257,eng,True,,,False,midcentury_1,data/raw/eng/005293ec-f8b8-4851-bb28-51b604542257.wav
0053aa46-1a98-4e29-a0d5-270f37595d53,eng,True,,,True,rime_2,data/raw/eng/0053aa46-1a98-4e29-a0d5-270f37595d53.wav
0053e9df-8c17-4a15-979c-d5f08fca3e58,eng,False,,,False,liva_1,data/raw/eng/0053e9df-8c17-4a15-979c-d5f08fca3e58.wav
005490ac-d3a9-456b-8a69-f3c39682f0dc,eng,False,,,True,orpheus_grammar_1,data/raw/eng/005490ac-d3a9-456b-8a69-f3c39682f0dc.wav
0054a5c4-4b2a-4917-ad3f-9efe5c63d1c9,eng,False,,,False,midcentury_1,data/raw/eng/0054a5c4-4b2a-4917-ad3f-9efe5c63d1c9.wav
00564f28-57c0-479c-b4f0-342fc77c6f21,eng,True,,,False,liva_1,data/raw/eng/00564f28-57c0-479c-b4f0-342fc77c6f21.wav
0057a94c-84b7-4388-85ef-912256cd38b1,eng,True,,,True,orpheus_endfiller_1,data/raw/eng/0057a94c-84b7-4388-85ef-912256cd38b1.wav
0057a996-09e5-485c-8a47-534c23acdbd6,hin,True,True,False,True,chirp3_1,data/raw/hin/0057a996-09e5-485c-8a47-534c23acdbd6.wav
0058a80a-20b5-4387-932c-66835d0fa25d,eng,False,,,False,liva_1,data/raw/eng/0058a80a-20b5-4387-932c-66835d0fa25d.wav
00598e66-95f5-4406-8df9-5ed4df729e12,eng,True,,,False,liva_1,data/raw/eng/00598e66-95f5-4406-8df9-5ed4df729e12.wav
00599b06-258e-4d32-ab34-ce5d50366941,eng,False,,,False,liva_1,data/raw/eng/00599b06-258e-4d32-ab34-ce5d50366941.wav
0059e2d5-eb8e-42b9-bf8f-066159d96233,eng,False,,,False,human_5,data/raw/eng/0059e2d5-eb8e-42b9-bf8f-066159d96233.wav
005accaa-69c6-4df0-8067-ebee0bd96d87,eng,True,,,False,liva_1,data/raw/eng/005accaa-69c6-4df0-8067-ebee0bd96d87.wav
005d15f2-6d6b-44e7-abc0-8c64f1a593a2,hin,False,True,True,True,chirp3_1,data/raw/hin/005d15f2-6d6b-44e7-abc0-8c64f1a593a2.wav
005d1d45-27d5-4f69-b6cb-faece4292e28,eng,False,,,False,liva_1,data/raw/eng/005d1d45-27d5-4f69-b6cb-faece4292e28.wav
005d6cec-8e3e-4288-9833-80886172f39d,eng,True,,,True,orpheus_grammar_1,data/raw/eng/005d6cec-8e3e-4288-9833-80886172f39d.wav
005d7a4e-4e34-4d00-9ab6-189d66df5db7,eng,False,True,False,True,chirp3_1,data/raw/eng/005d7a4e-4e34-4d00-9ab6-189d66df5db7.wav
005d8628-6284-44db-b07e-3b8599253abc,eng,True,,,False,liva_1,data/raw/eng/005d8628-6284-44db-b07e-3b8599253abc.wav
005defc6-afd5-4152-97f3-ee455adb4d32,hin,True,True,False,True,chirp3_1,data/raw/hin/005defc6-afd5-4152-97f3-ee455adb4d32.wav
005e2783-9d7c-46b8-b744-a20094500c49,hin,True,True,False,True,chirp3_1,data/raw/hin/005e2783-9d7c-46b8-b744-a20094500c49.wav
005e898b-1a84-4989-805a-3e0e0684a407,eng,False,,,False,midcentury_1,data/raw/eng/005e898b-1a84-4989-805a-3e0e0684a407.wav
005fedae-ebd7-4dc0-8a58-1ace7e16f50a,eng,False,False,True,True,chirp3_1,data/raw/eng/005fedae-ebd7-4dc0-8a58-1ace7e16f50a.wav
006035fb-c921-48be-8dc5-1629cfd44d0a,eng,True,True,False,True,chirp3_1,data/raw/eng/006035fb-c921-48be-8dc5-1629cfd44d0a.wav
00653214-9a17-4eb2-a10f-e766f6ca5e4f,eng,False,,,False,liva_1,data/raw/eng/00653214-9a17-4eb2-a10f-e766f6ca5e4f.wav
00669211-dba7-4305-82fe-fa02ee11d462,eng,False,,,False,liva_1,data/raw/eng/00669211-dba7-4305-82fe-fa02ee11d462.wav
00671294-e570-4e2f-bfe0-92092f453015,eng,False,,,False,human_5,data/raw/eng/00671294-e570-4e2f-bfe0-92092f453015.wav
0067288c-9e41-47f8-8073-9c9405f64254,eng,True,,,True,orpheus_midfiller_1,data/raw/eng/0067288c-9e41-47f8-8073-9c9405f64254.wav
0067e86d-f927-4b45-890e-6b4eaec334f9,eng,True,,,False,liva_1,data/raw/eng/0067e86d-f927-4b45-890e-6b4eaec334f9.wav
0069acc9-769e-4ffc-ae47-47e5cd6a8770,hin,True,True,False,True,chirp3_1,data/raw/hin/0069acc9-769e-4ffc-ae47-47e5cd6a8770.wav
006ccb32-76ae-46c0-b018-c7afe9de8baa,eng,True,,,False,liva_1,data/raw/eng/006ccb32-76ae-46c0-b018-c7afe9de8baa.wav
006d43b1-0c87-48cb-8b2b-5a2cec7ee42c,hin,True,True,False,True,chirp3_1,data/raw/hin/006d43b1-0c87-48cb-8b2b-5a2cec7ee42c.wav
006d7319-dac4-427e-ad4a-6bfb79afd83e,eng,False,,,False,liva_1,data/raw/eng/006d7319-dac4-427e-ad4a-6bfb79afd83e.wav
006da259-fe42-4d9f-a609-78dd044c5bd5,eng,False,,,True,rime_2,data/raw/eng/006da259-fe42-4d9f-a609-78dd044c5bd5.wav
006f49ad-6d04-43f3-a009-96007e8b1922,eng,True,,,False,midcentury_1,data/raw/eng/006f49ad-6d04-43f3-a009-96007e8b1922.wav
006faf6e-ec1a-4bdb-8b53-e39e6c320900,eng,True,,,False,liva_1,data/raw/eng/006faf6e-ec1a-4bdb-8b53-e39e6c320900.wav
006fd5a4-4fc6-4cd3-b549-7ac87a2711ba,eng,True,True,False,True,chirp3_1,data/raw/eng/006fd5a4-4fc6-4cd3-b549-7ac87a2711ba.wav
006ffa13-5fbb-4a7c-9b91-15f02a0586db,hin,False,False,True,True,chirp3_1,data/raw/hin/006ffa13-5fbb-4a7c-9b91-15f02a0586db.wav
0070a0db-a3c5-4dcd-a474-2791a3a30782,hin,True,True,False,True,chirp3_1,data/raw/hin/0070a0db-a3c5-4dcd-a474-2791a3a30782.wav
00710154-6352-423c-b192-51953a7f7a69,eng,True,,,False,liva_1,data/raw/eng/00710154-6352-423c-b192-51953a7f7a69.wav
00720c1c-99fc-4b6d-87d9-11da0d9ce948,eng,True,,,False,liva_1,data/raw/eng/00720c1c-99fc-4b6d-87d9-11da0d9ce948.wav
007259b6-15dd-4790-abd1-de3c07f26418,hin,False,False,True,True,chirp3_1,data/raw/hin/007259b6-15dd-4790-abd1-de3c07f26418.wav
007426c3-71c2-4dda-ae22-8d326207153a,eng,False,,,False,liva_1,data/raw/eng/007426c3-71c2-4dda-ae22-8d326207153a.wav
0074e2b0-694d-4ece-9f2e-e2914d804500,eng,True,,,False,liva_1,data/raw/eng/0074e2b0-694d-4ece-9f2e-e2914d804500.wav
0074ff02-2574-4409-af5f-959be126395d,eng,True,,,False,liva_1,data/raw/eng/0074ff02-2574-4409-af5f-959be126395d.wav
007566ce-4a44-463a-a3b4-990133faa28a,eng,True,True,False,True,chirp3_1,data/raw/eng/007566ce-4a44-463a-a3b4-990133faa28a.wav
0075cda7-637f-4b6a-a3a8-df2337057743,eng,True,,,False,human_5,data/raw/eng/0075cda7-637f-4b6a-a3a8-df2337057743.wav
00765a61-1144-4f75-b7a8-e04c90d292c0,eng,True,,,False,liva_1,data/raw/eng/00765a61-1144-4f75-b7a8-e04c90d292c0.wav
0076939d-5b6e-4e83-8fa3-bc5a521cf251,hin,False,True,True,True,chirp3_1,data/raw/hin/0076939d-5b6e-4e83-8fa3-bc5a521cf251.wav
0076acfb-0afc-4ab2-b0c2-63c2af5c2140,eng,False,,,False,human_5,data/raw/eng/0076acfb-0afc-4ab2-b0c2-63c2af5c2140.wav
007979fa-f0aa-4491-b9a8-a8c7f554cd65,hin,True,True,False,True,chirp3_1,data/raw/hin/007979fa-f0aa-4491-b9a8-a8c7f554cd65.wav
007986fc-2424-444d-bc48-981d92406ac0,eng,False,,,False,liva_1,data/raw/eng/007986fc-2424-444d-bc48-981d92406ac0.wav
007a0e5b-a212-4cc3-82d4-e028d0315913,eng,False,,,True,rime_2,data/raw/eng/007a0e5b-a212-4cc3-82d4-e028d0315913.wav
007a8f02-097e-4495-aeda-8af84626175f,eng,False,,,False,liva_1,data/raw/eng/007a8f02-097e-4495-aeda-8af84626175f.wav
007b0e19-684c-420b-bcaf-b3b72f4d720d,eng,True,,,False,midcentury_1,data/raw/eng/007b0e19-684c-420b-bcaf-b3b72f4d720d.wav
